symbol,raw_d_json,raw_d_len,exported_at_utc
NYSE:CIM/PD,[],0,2026-09-10T15:59:10Z
NASDAQ:BLRK,[],0,2026-09-10T15:59:10Z
OTC:SMFX,[],0,2026-09-10T15:59:10Z
OTC:GGGOF,[],0,2026-09-10T15:59:10Z
NYSE:Q,[],0,2026-09-10T15:59:10Z
NYSE:KEY/PL,[],0,2026-09-10T15:59:10Z
NYSE:NGVT,[],0,2026-09-10T15:59:10Z
OTC:VDOMF,[],0,2026-09-10T15:59:10Z
OTC:EBGEF,[],0,2026-09-10T15:59:10Z
OTC:OBNB,[],0,2026-09-10T15:59:10Z
NASDAQ:KLAC,[],0,2026-09-10T15:59:10Z
NASDAQ:NPACU,[],0,2026-09-10T15:59:10Z
CBOE:ZNOV,[],0,2026-09-10T15:59:10Z
NASDAQ:AVAT,[],0,2026-09-10T15:59:10Z
NYSE:LUXE,[],0,2026-09-10T15:59:10Z
NASDAQ:FUSE,[],0,2026-09-10T15:59:10Z
OTC:APAJF,[],0,2026-09-10T15:59:10Z
AMEX:COIA,[],0,2026-09-10T15:59:10Z
NASDAQ:PEGA,[],0,2026-09-10T15:59:10Z
NASDAQ:IEUS,[],0,2026-09-10T15:59:10Z
OTC:KRYAY,[],0,2026-09-10T15:59:10Z
AMEX:DUTY,[],0,2026-09-10T15:59:10Z
CBOE:ACLZ,[],0,2026-09-10T15:59:10Z
OTC:DNLZY,[],0,2026-09-10T15:59:10Z
NYSE:MWA,[],0,2026-09-10T15:59:10Z
OTC:ACLLF,[],0,2026-09-10T15:59:10Z
OTC:GBXI,[],0,2026-09-10T15:59:10Z
OTC:CBMJ,[],0,2026-09-10T15:59:10Z
NASDAQ:INMD,[],0,2026-09-10T15:59:10Z
AMEX:SSUS,[],0,2026-09-10T15:59:10Z
NASDAQ:GTBP,[],0,2026-09-10T15:59:10Z
OTC:PCCZF,[],0,2026-09-10T15:59:10Z
NASDAQ:VALG,[],0,2026-09-10T15:59:10Z
CBOE:XNDX,[],0,2026-09-10T15:59:10Z
NYSE:RBA,[],0,2026-09-10T15:59:10Z
OTC:TSWCF,[],0,2026-09-10T15:59:10Z
OTC:HKHHY,[],0,2026-09-10T15:59:10Z
OTC:GMVHY,[],0,2026-09-10T15:59:10Z
NASDAQ:CTKB,[],0,2026-09-10T15:59:10Z
NASDAQ:VIVO,[],0,2026-09-10T15:59:10Z
NASDAQ:SLSN,[],0,2026-09-10T15:59:10Z
OTC:VMNT,[],0,2026-09-10T15:59:10Z
NASDAQ:XYZG,[],0,2026-09-10T15:59:10Z
OTC:SMFNF,[],0,2026-09-10T15:59:10Z
AMEX:KSTR,[],0,2026-09-10T15:59:10Z
OTC:AHODF,[],0,2026-09-10T15:59:10Z
CBOE:FDRV,[],0,2026-09-10T15:59:10Z
NYSE:OIA,[],0,2026-09-10T15:59:10Z
OTC:ARGTF,[],0,2026-09-10T15:59:10Z
NASDAQ:KTWOU,[],0,2026-09-10T15:59:10Z
NASDAQ:IPX,[],0,2026-09-10T15:59:10Z
OTC:MILC,[],0,2026-09-10T15:59:10Z
OTC:DTARF,[],0,2026-09-10T15:59:10Z
OTC:LTRCF,[],0,2026-09-10T15:59:10Z
OTC:PGAI,[],0,2026-09-10T15:59:10Z
OTC:ECAOF,[],0,2026-09-10T15:59:10Z
OTC:WWPW,[],0,2026-09-10T15:59:10Z
OTC:ZLNDY,[],0,2026-09-10T15:59:10Z
OTC:UAPC,[],0,2026-09-10T15:59:10Z
NASDAQ:THCH,[],0,2026-09-10T15:59:10Z
OTC:ALBKY,[],0,2026-09-10T15:59:10Z
OTC:GPLDQ,[],0,2026-09-10T15:59:10Z
NYSE:KVYO,[],0,2026-09-10T15:59:10Z
OTC:FRSB,[],0,2026-09-10T15:59:10Z
NYSE:INN,[],0,2026-09-10T15:59:10Z
NYSE:MMID,[],0,2026-09-10T15:59:10Z
NASDAQ:GGLL,[],0,2026-09-10T15:59:10Z
AMEX:CMT,[],0,2026-09-10T15:59:10Z
AMEX:UGE,[],0,2026-09-10T15:59:10Z
CBOE:PIEL,[],0,2026-09-10T15:59:10Z
AMEX:IFLN,[],0,2026-09-10T15:59:10Z
NYSE:GWW,[],0,2026-09-10T15:59:10Z
NASDAQ:SGP,[],0,2026-09-10T15:59:10Z
NYSE:FXED,[],0,2026-09-10T15:59:10Z
OTC:TLSNF,[],0,2026-09-10T15:59:10Z
AMEX:ZTAX,[],0,2026-09-10T15:59:10Z
OTC:VWAGY,[],0,2026-09-10T15:59:10Z
NYSE:GCTS,[],0,2026-09-10T15:59:10Z
OTC:DMGGF,[],0,2026-09-10T15:59:10Z
OTC:CODGF,[],0,2026-09-10T15:59:10Z
OTC:ALPP,[],0,2026-09-10T15:59:10Z
AMEX:CVY,[],0,2026-09-10T15:59:10Z
CBOE:LCOW,[],0,2026-09-10T15:59:10Z
AMEX:FTKI,[],0,2026-09-10T15:59:10Z
OTC:SLCNF,[],0,2026-09-10T15:59:10Z
NYSE:PEW,[],0,2026-09-10T15:59:10Z
NASDAQ:GIII,[],0,2026-09-10T15:59:10Z
AMEX:BAVA,[],0,2026-09-10T15:59:10Z
OTC:HDUP,[],0,2026-09-10T15:59:10Z
NYSE:TNK,[],0,2026-09-10T15:59:10Z
AMEX:FXG,[],0,2026-09-10T15:59:10Z
NYSE:SMP,[],0,2026-09-10T15:59:10Z
NYSE:EIG,[],0,2026-09-10T15:59:10Z
OTC:VRNO,[],0,2026-09-10T15:59:10Z
AMEX:AUSF,[],0,2026-09-10T15:59:10Z
NASDAQ:GUTS,[],0,2026-09-10T15:59:10Z
AMEX:AOK,[],0,2026-09-10T15:59:10Z
OTC:CYBF,[],0,2026-09-10T15:59:10Z
NYSE:FSK,[],0,2026-09-10T15:59:10Z
OTC:FTSP,[],0,2026-09-10T15:59:10Z
OTC:VKALF,[],0,2026-09-10T15:59:10Z
NYSE:USB/PS,[],0,2026-09-10T15:59:10Z
NASDAQ:CPBI,[],0,2026-09-10T15:59:10Z
NASDAQ:FMUN,[],0,2026-09-10T15:59:10Z
OTC:SNNAQ,[],0,2026-09-10T15:59:10Z
OTC:PEGRF,[],0,2026-09-10T15:59:10Z
NYSE:MUSE,[],0,2026-09-10T15:59:10Z
CBOE:YLDY,[],0,2026-09-10T15:59:10Z
NASDAQ:MGX,[],0,2026-09-10T15:59:10Z
AMEX:EWQ,[],0,2026-09-10T15:59:10Z
AMEX:IMCG,[],0,2026-09-10T15:59:10Z
OTC:LDTCF,[],0,2026-09-10T15:59:10Z
AMEX:SCMB,[],0,2026-09-10T15:59:10Z
NYSE:FG,[],0,2026-09-10T15:59:10Z
AMEX:GOEX,[],0,2026-09-10T15:59:10Z
OTC:IDEA,[],0,2026-09-10T15:59:10Z
OTC:MAPPF,[],0,2026-09-10T15:59:10Z
NYSE:CQP,[],0,2026-09-10T15:59:10Z
OTC:CGNMF,[],0,2026-09-10T15:59:10Z
CBOE:ONTX,[],0,2026-09-10T15:59:10Z
NYSE:PSA/PQ,[],0,2026-09-10T15:59:10Z
AMEX:CLOZ,[],0,2026-09-10T15:59:10Z
OTC:AJNMY,[],0,2026-09-10T15:59:10Z
AMEX:NBTR,[],0,2026-09-10T15:59:10Z
NASDAQ:WBTN,[],0,2026-09-10T15:59:10Z
NYSE:JILL,[],0,2026-09-10T15:59:10Z
NASDAQ:JBHT,[],0,2026-09-10T15:59:10Z
OTC:CTYFS,[],0,2026-09-10T15:59:10Z
AMEX:RBLY,[],0,2026-09-10T15:59:10Z
NASDAQ:PFI,[],0,2026-09-10T15:59:10Z
OTC:CNBP,[],0,2026-09-10T15:59:10Z
NASDAQ:RDVY,[],0,2026-09-10T15:59:10Z
OTC:INFIQ,[],0,2026-09-10T15:59:10Z
NASDAQ:OSBC,[],0,2026-09-10T15:59:10Z
NASDAQ:PLTR,[],0,2026-09-10T15:59:10Z
NASDAQ:MARPS,[],0,2026-09-10T15:59:10Z
NYSE:NVRI,[],0,2026-09-10T15:59:10Z
OTC:GPLS,[],0,2026-09-10T15:59:10Z
OTC:CPIFF,[],0,2026-09-10T15:59:10Z
AMEX:FITZ,[],0,2026-09-10T15:59:10Z
OTC:CNNC,[],0,2026-09-10T15:59:10Z
CBOE:XLIX,[],0,2026-09-10T15:59:10Z
NYSE:KIO,[],0,2026-09-10T15:59:10Z
OTC:NBRI,[],0,2026-09-10T15:59:10Z
OTC:CNALF,[],0,2026-09-10T15:59:10Z
OTC:HVPQF,[],0,2026-09-10T15:59:10Z
AMEX:BVAL,[],0,2026-09-10T15:59:10Z
CBOE:XIWC,[],0,2026-09-10T15:59:10Z
OTC:PBNC,[],0,2026-09-10T15:59:10Z
NASDAQ:TRS,[],0,2026-09-10T15:59:10Z
AMEX:NEMD,[],0,2026-09-10T15:59:10Z
OTC:MHEYF,[],0,2026-09-10T15:59:10Z
OTC:WRXLF,[],0,2026-09-10T15:59:10Z
NYSE:LOW,[],0,2026-09-10T15:59:10Z
NYSE:PNFP,[],0,2026-09-10T15:59:10Z
NASDAQ:ACAD,[],0,2026-09-10T15:59:10Z
OTC:SIOLY,[],0,2026-09-10T15:59:10Z
NASDAQ:FMNB,[],0,2026-09-10T15:59:10Z
OTC:TRDCF,[],0,2026-09-10T15:59:10Z
OTC:BCUCY,[],0,2026-09-10T15:59:10Z
AMEX:BNDC,[],0,2026-09-10T15:59:10Z
OTC:GNVR,[],0,2026-09-10T15:59:10Z
OTC:ALEUY,[],0,2026-09-10T15:59:10Z
OTC:ASAIY,[],0,2026-09-10T15:59:10Z
NASDAQ:GDC,[],0,2026-09-10T15:59:10Z
OTC:SWQGF,[],0,2026-09-10T15:59:10Z
OTC:RSGUF,[],0,2026-09-10T15:59:10Z
NYSE:ALL/PJ,[],0,2026-09-10T15:59:10Z
NASDAQ:SOCAU,[],0,2026-09-10T15:59:10Z
AMEX:AMJB,[],0,2026-09-10T15:59:10Z
NYSE:BHV,[],0,2026-09-10T15:59:10Z
NYSE:IVT,[],0,2026-09-10T15:59:10Z
OTC:PCHUY,[],0,2026-09-10T15:59:10Z
NYSE:KF,[],0,2026-09-10T15:59:10Z
AMEX:PPLT,[],0,2026-09-10T15:59:10Z
OTC:EVGGF,[],0,2026-09-10T15:59:10Z
AMEX:PJSM,[],0,2026-09-10T15:59:10Z
AMEX:DRVR,[],0,2026-09-10T15:59:10Z
OTC:LTGHY,[],0,2026-09-10T15:59:10Z
NASDAQ:BRTR,[],0,2026-09-10T15:59:10Z
NYSE:SFBS,[],0,2026-09-10T15:59:10Z
NASDAQ:MAYS,[],0,2026-09-10T15:59:10Z
AMEX:TIPF,[],0,2026-09-10T15:59:10Z
OTC:RSKIA,[],0,2026-09-10T15:59:10Z
OTC:THCT,[],0,2026-09-10T15:59:10Z
NASDAQ:TXUE,[],0,2026-09-10T15:59:10Z
OTC:CORBF,[],0,2026-09-10T15:59:10Z
NASDAQ:AMEM,[],0,2026-09-10T15:59:10Z
OTC:CNUCF,[],0,2026-09-10T15:59:10Z
OTC:INVU,[],0,2026-09-10T15:59:10Z
OTC:OBYCF,[],0,2026-09-10T15:59:10Z
AMEX:BETE,[],0,2026-09-10T15:59:10Z
NASDAQ:ATAT,[],0,2026-09-10T15:59:10Z
AMEX:CGIC,[],0,2026-09-10T15:59:10Z
OTC:RBZHF,[],0,2026-09-10T15:59:10Z
NASDAQ:SPKLU,[],0,2026-09-10T15:59:10Z
NASDAQ:GLIBK,[],0,2026-09-10T15:59:10Z
OTC:SRHYY,[],0,2026-09-10T15:59:10Z
OTC:CNRIF,[],0,2026-09-10T15:59:10Z
NASDAQ:UFG,[],0,2026-09-10T15:59:10Z
NASDAQ:FTAG,[],0,2026-09-10T15:59:10Z
CBOE:KJUL,[],0,2026-09-10T15:59:10Z
CBOE:BUFR,[],0,2026-09-10T15:59:10Z
NYSE:BAC/PM,[],0,2026-09-10T15:59:10Z
NYSE:MO,[],0,2026-09-10T15:59:10Z
NASDAQ:FFBC,[],0,2026-09-10T15:59:10Z
AMEX:UPAR,[],0,2026-09-10T15:59:10Z
CBOE:WDAI,[],0,2026-09-10T15:59:10Z
OTC:BYLTF,[],0,2026-09-10T15:59:10Z
OTC:GSCCF,[],0,2026-09-10T15:59:10Z
AMEX:CLOC,[],0,2026-09-10T15:59:10Z
AMEX:GLO,[],0,2026-09-10T15:59:10Z
AMEX:HELO,[],0,2026-09-10T15:59:10Z
NYSE:WCC,[],0,2026-09-10T15:59:10Z
AMEX:SRVR,[],0,2026-09-10T15:59:10Z
NASDAQ:BDGS,[],0,2026-09-10T15:59:10Z
AMEX:GPZ,[],0,2026-09-10T15:59:10Z
AMEX:EUO,[],0,2026-09-10T15:59:10Z
NYSE:VMI,[],0,2026-09-10T15:59:10Z
OTC:SLVYY,[],0,2026-09-10T15:59:10Z
NASDAQ:FVAV,[],0,2026-09-10T15:59:10Z
NASDAQ:PPTA,[],0,2026-09-10T15:59:10Z
AMEX:AGG,[],0,2026-09-10T15:59:10Z
OTC:YAHOY,[],0,2026-09-10T15:59:10Z
NASDAQ:XCNY,[],0,2026-09-10T15:59:10Z
OTC:IVDN,[],0,2026-09-10T15:59:10Z
NASDAQ:SIGI,[],0,2026-09-10T15:59:10Z
NASDAQ:BANR,[],0,2026-09-10T15:59:10Z
NASDAQ:EVAX,[],0,2026-09-10T15:59:10Z
AMEX:FXL,[],0,2026-09-10T15:59:10Z
NASDAQ:AYTU,[],0,2026-09-10T15:59:10Z
OTC:SCBFF,[],0,2026-09-10T15:59:10Z
NASDAQ:FEAM,[],0,2026-09-10T15:59:10Z
NASDAQ:OIO,[],0,2026-09-10T15:59:10Z
OTC:WGTFF,[],0,2026-09-10T15:59:10Z
NYSE:SIG,[],0,2026-09-10T15:59:10Z
NASDAQ:ASYS,[],0,2026-09-10T15:59:10Z
NYSE:BAH,[],0,2026-09-10T15:59:10Z
NYSE:INFQ,[],0,2026-09-10T15:59:10Z
NASDAQ:LWAY,[],0,2026-09-10T15:59:10Z
OTC:SIREF,[],0,2026-09-10T15:59:10Z
AMEX:PTL,[],0,2026-09-10T15:59:10Z
CBOE:EFNL,[],0,2026-09-10T15:59:10Z
OTC:FXLG,[],0,2026-09-10T15:59:10Z
NYSE:CATO,[],0,2026-09-10T15:59:10Z
OTC:BPOSY,[],0,2026-09-10T15:59:10Z
AMEX:BCIL,[],0,2026-09-10T15:59:10Z
OTC:GMKKY,[],0,2026-09-10T15:59:10Z
AMEX:JHMM,[],0,2026-09-10T15:59:10Z
OTC:AIBGY,[],0,2026-09-10T15:59:10Z
OTC:BAUFF,[],0,2026-09-10T15:59:10Z
NASDAQ:TRGS,[],0,2026-09-10T15:59:10Z
NASDAQ:ACWI,[],0,2026-09-10T15:59:10Z
AMEX:EP,[],0,2026-09-10T15:59:10Z
NASDAQ:BYFC,[],0,2026-09-10T15:59:10Z
AMEX:UUP,[],0,2026-09-10T15:59:10Z
NASDAQ:RUSC,[],0,2026-09-10T15:59:10Z
NASDAQ:DYOR,[],0,2026-09-10T15:59:10Z
CBOE:XAGI,[],0,2026-09-10T15:59:10Z
OTC:ACGYF,[],0,2026-09-10T15:59:10Z
NYSE:XFLT,[],0,2026-09-10T15:59:10Z
OTC:SGSEF,[],0,2026-09-10T15:59:10Z
OTC:SPND,[],0,2026-09-10T15:59:10Z
OTC:SOLTF,[],0,2026-09-10T15:59:10Z
OTC:AUSGF,[],0,2026-09-10T15:59:10Z
OTC:TGIFF,[],0,2026-09-10T15:59:10Z
OTC:GSGTF,[],0,2026-09-10T15:59:10Z
NYSE:CUZ,[],0,2026-09-10T15:59:10Z
NASDAQ:BCAX,[],0,2026-09-10T15:59:10Z
NYSE:SCHW/PJ,[],0,2026-09-10T15:59:10Z
NASDAQ:TDWD,[],0,2026-09-10T15:59:10Z
AMEX:GENM,[],0,2026-09-10T15:59:10Z
OTC:ICRP,[],0,2026-09-10T15:59:10Z
NASDAQ:TFSL,[],0,2026-09-10T15:59:10Z
NASDAQ:WSTN,[],0,2026-09-10T15:59:10Z
OTC:MXUBY,[],0,2026-09-10T15:59:10Z
NYSE:OGG,[],0,2026-09-10T15:59:10Z
AMEX:RAAY,[],0,2026-09-10T15:59:10Z
AMEX:RJCA,[],0,2026-09-10T15:59:10Z
OTC:EWSB,[],0,2026-09-10T15:59:10Z
OTC:SEBYF,[],0,2026-09-10T15:59:10Z
CBOE:UXJA,[],0,2026-09-10T15:59:10Z
NASDAQ:QXL,[],0,2026-09-10T15:59:10Z
OTC:NRVTF,[],0,2026-09-10T15:59:10Z
NASDAQ:BSJU,[],0,2026-09-10T15:59:10Z
NYSE:AAP,[],0,2026-09-10T15:59:10Z
OTC:SSITF,[],0,2026-09-10T15:59:10Z
NYSE:EVR,[],0,2026-09-10T15:59:10Z
CBOE:AEHG,[],0,2026-09-10T15:59:10Z
NYSE:BHR,[],0,2026-09-10T15:59:10Z
AMEX:JNUG,[],0,2026-09-10T15:59:10Z
AMEX:PHYL,[],0,2026-09-10T15:59:10Z
OTC:MPFRY,[],0,2026-09-10T15:59:10Z
AMEX:PEMX,[],0,2026-09-10T15:59:10Z
OTC:BOTY,[],0,2026-09-10T15:59:10Z
OTC:TKYVY,[],0,2026-09-10T15:59:10Z
AMEX:MHY,[],0,2026-09-10T15:59:10Z
NASDAQ:PCAP,[],0,2026-09-10T15:59:10Z
NASDAQ:CHCI,[],0,2026-09-10T15:59:10Z
NYSE:BWG,[],0,2026-09-10T15:59:10Z
OTC:BYDDY,[],0,2026-09-10T15:59:10Z
AMEX:FMKT,[],0,2026-09-10T15:59:10Z
NYSE:NDMO,[],0,2026-09-10T15:59:10Z
NASDAQ:TMCI,[],0,2026-09-10T15:59:10Z
AMEX:MBSF,[],0,2026-09-10T15:59:10Z
OTC:VRCFF,[],0,2026-09-10T15:59:10Z
NASDAQ:BOOM,[],0,2026-09-10T15:59:10Z
OTC:QIMCF,[],0,2026-09-10T15:59:10Z
NASDAQ:ADAML,[],0,2026-09-10T15:59:10Z
OTC:IIVPF,[],0,2026-09-10T15:59:10Z
NYSE:PINE,[],0,2026-09-10T15:59:10Z
NYSE:SAGU,[],0,2026-09-10T15:59:10Z
OTC:VNNVF,[],0,2026-09-10T15:59:10Z
OTC:CBRF,[],0,2026-09-10T15:59:10Z
NYSE:TX,[],0,2026-09-10T15:59:10Z
OTC:ORBT,[],0,2026-09-10T15:59:10Z
NYSE:WM,[],0,2026-09-10T15:59:10Z
AMEX:USFE,[],0,2026-09-10T15:59:10Z
OTC:FASLF,[],0,2026-09-10T15:59:10Z
NASDAQ:DOMO,[],0,2026-09-10T15:59:10Z
OTC:MHUAF,[],0,2026-09-10T15:59:10Z
OTC:UEPEN,[],0,2026-09-10T15:59:10Z
NASDAQ:EDRY,[],0,2026-09-10T15:59:10Z
CBOE:NYNY,[],0,2026-09-10T15:59:10Z
NASDAQ:SILC,[],0,2026-09-10T15:59:10Z
NASDAQ:PKOH,[],0,2026-09-10T15:59:10Z
NASDAQ:GBFH,[],0,2026-09-10T15:59:10Z
OTC:FERN,[],0,2026-09-10T15:59:10Z
OTC:CAULF,[],0,2026-09-10T15:59:10Z
